instructionCount, 43
NONE, 0
ALU, 11
SHIFT, 8
LOAD, 7
STORE, 1
BRANCH, 13
JUMP, 2
OTHER, 1
NONE, 0
add, 3
sub, 4
and, 4
or, 0
not, 0
shl, 8
shr, 0
ldi, 5
ld, 2
st, 1
br, 4
bz, 9
bn, 0
jal, 1
jr, 1
sys, 1
